Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
5587,ca-2018-105333,30/11/2018,04/12/2018,stANdARd CLaSs,vp-21730,vICtoR preis,HOME OFfice,UNIteD staTeS,New YOrk CiTY,NEw yOrK,10011.0,EaST,OfF-st-10001809,OFFicE SupPlIeS,SToRAGe,fELloWES OfFICeWaRe wire shELvinG,269.49
5588,Ca-2016-149993,19/03/2016,20/03/2016,FIrSt cLASs,Ga-14725,gUy aRmsTroNG,cONSuMEr,UnITeD STAteS,lAncasTer,CALiFoRnIa,93534.0,wEST,OFF-fA-10001561,OfFIcE sUppLIeS,FaSteneRs,SToCkwELl PUSh pINs, 10.9 
5589,ca-2015-168158,19/07/2015,24/07/2015,STANdArd claSs,EM-14140,eUGeNe MoREN,homE oFfICE,unITed StaTes,grEaT fALLs,MontANA,59405.0,weST,Off-Bi-10001759,OFfice Supplies,BindeRS,"ACCo presSBOARd CoVERS wIth SToraGE HOOKs, 14 7/8"" X 11"", dArK bLue",6.096
5590,cA-2017-115224,08/12/2017,11/12/2017,SECond ClASS,dB-13615,douG bICKforD,CONsUmeR,uNITeD StAteS,SaN FRAncIsCo,CAlIfORnIA,94110.0,WESt,oFf-St-10000615,OFfIce suPPLies,SToRAge,"sImplifILE persONAL fILE, BLAck gRaNIte, 15w x 6-15/16D X 11-1/4H", 34.05 
5591,ca-2017-115224,08/12/2017,11/12/2017,secOnD ClASs,db-13615,DOug bICkfoRD,ConSuMEr,UNitED StAteS,SAn FRanCisCo,califoRnIA,94110.0,WEsT,ofF-sT-10003816,OFfIcE SUPplIEs,SToRaGe,felLoWes hiGH-stak DrAWEr fiLes,352.38
5592,cA-2015-164742,13/10/2015,18/10/2015,sECoND cLass,mL-17395,mARINa lIChtenstEin,cORporAtE,UNiTed STaTeS,lakEwOOD,NEw JersEY,8701.0,EAst,fuR-ch-10002880,fUrnitUrE,cHAIrs,"gloBaL HIgh-back leatHeR TiLtER, burGUNdY", 245.98 
5593,CA-2015-164742,13/10/2015,18/10/2015,sECond CLAss,mL-17395,MarIna lichtenStein,coRPOraTE,UnIted StATES,lakEWooD,NEw JeRsey,8701.0,east,OFF-bI-10004738,ofFIce SupPLIes,BiNdeRs,FLeXiBLE LEAtHer- LOOK cLAsSIC COlLECtiOn RIng BINdER,18.94
5594,Us-2018-108014,19/11/2018,25/11/2018,staNdaRD clASs,jH-15430,JEnNiFER haLLadAY,COnSuMEr,UnITeD STatEs,cLeVelANd,OHIO,44105.0,eASt,oFF-BI-10003984,oFFicE suPplIeS,bINdErS,Lock-UP eaSEl 'sPeL-bINDer', 59.913 
5595,CA-2018-160325,24/09/2018,24/09/2018,sAme day,bp-11095,baRT PiSTOLE,cORPORATe,uNiTeD stATES,LAWrEnce,MAsSAChusettS,1841.0,eAST,teC-ph-10000984,TEcHnoLogY,pHoNEs,paNaSonic Kx-tg9471B, 391.98 
5596,Ca-2018-160325,24/09/2018,24/09/2018,samE daY,Bp-11095,bArt PISTole,CORporATE,uNitED sTAtes,laWREnCe,mAssacHuseTTS,1841.0,eaST,tEC-ph-10001944,TEChnoLOGY,pHoNEs,Wi-ex zBoosT YX540 CELlUlar PHonE siGnaL bOosTEr, 437.85 
5597,cA-2016-159779,25/09/2016,29/09/2016,sTanDaRd CLAss,SB-20185,SARAH BrOwn,ConsUMEr,uNIteD sTaTEs,ConcOrD,NEW hAMpshire,3301.0,eAst,OFf-bI-10002735,OffICe suPPliES,BindErS,Gbc PReStiGe THErM-a-biNd COVeRs, 68.62 
5598,cA-2018-151176,13/02/2018,20/02/2018,staNDaRD CLaSs,sv-20785,stewart VisinskY,CONSUmEr,UniTeD StatES,BaLtiMORE,MArYlAnD,21215.0,East,oFF-Su-10001165,oFfiCe SUpPLIEs,SuPplieS,Acme eLite stAINleSS SteEl sCiSsoRs, 25.02 
5599,ca-2018-151176,13/02/2018,20/02/2018,StANdaRd ClASs,Sv-20785,STeWArT VisiNSKy,CoNsUMer,UNITEd StateS,bAltimORe,mARyLand,21215.0,EAST,oFf-aR-10000614,oFfIce SuPplies,Art,bArreL sHaRpenEr, 10.71 
5600,Ca-2015-108903,03/10/2015,03/10/2015,sAMe dAY,do-13435,DENny OrDWAY,coNsUMer,unItED States,cOluMBUs,OHIo,43229.0,EASt,oFF-AR-10004010,OFFice SuPPlIEs,ARt,HUNT bOStoN VAcuUm Mount KS peNCil sHARPEnER,55.984
5601,CA-2015-108903,03/10/2015,03/10/2015,sAmE Day,do-13435,deNNy ordWAy,CONSumER,UNitED states,CoLUMBUs,oHio,43229.0,eASt,oFf-en-10004030,OFFIce SupPLies,ENvelOpEs,conVeNIEnCe pAckS of BUsiNESS envElOPes,14.48
5602,ca-2015-108903,03/10/2015,03/10/2015,sAmE day,do-13435,DeNNY OrDwAY,COnsuMEr,UniteD stATeS,cOLumBUS,OHIO,43229.0,East,TEc-ac-10003023,TeCHnOloGy,aCcesSoriES,loGItech G105 gamiNg kEyBoarD,142.488
5603,cA-2017-117919,27/08/2017,29/08/2017,seCOnd cLASS,tB-21355,todD bOyES,corpOrATe,UnIteD sTatEs,hOUStOn,TExaS,77041.0,CENtRaL,Off-ST-10003572,OFfiCe SuPPLIES,stORaGe,pORTfIle pERsONAL FILe bOXEs, 14.16 
5604,cA-2017-117919,27/08/2017,29/08/2017,sECOnD ClaSS,TB-21355,TOdD BOYEs,corPorate,UNITEd sTatEs,hOusTON,tEXAs,77041.0,ceNtRAL,OFF-pa-10004353,ofFiCe suPpliEs,PAPEr,SOUthworTh 25% COttON PReMIUm lAsER pApeR ANd ENVeLOPeS,79.92
5605,cA-2016-142475,03/12/2016,07/12/2016,sTanDArD clAss,bS-11380,bill StEwArt,corPOraTE,unITED staTES,nEW YOrK CIty,nEW YOrK,10011.0,EaST,Off-BI-10003718,oFfIce sUpPLIeS,bINdErS,GBc ThERMa-A-BInd 250t elEcTRiC Binding sYSteM,590.352
5606,CA-2017-134516,20/09/2017,25/09/2017,StANDARd ClasS,fm-14215,FiLIa mCaDaMs,coRPOraTe,uNITEd STates,GrEenSBORo,NorTH carolIna,27405.0,SOuth,fUR-FU-10001546,fURnituRE,fuRnIsHINGS,dANA SWiNg-ARm lAmPs,17.088
5607,CA-2017-134516,20/09/2017,25/09/2017,StANdARD class,FM-14215,fiLIa mCaDams,COrPOrAtE,UNITed stAtES,gReEnsBoRo,NOrTh CArOlina,27405.0,sOutH,fUr-CH-10002880,fURNiTURE,ChaIrs,"GLobaL hIgh-BAcK LeAtHer tiLTeR, BURGundy", 98.392 
5608,CA-2018-105193,25/03/2018,31/03/2018,sTanDArD CLASs,JL-15835,JOHn Lee,CoNsUMEr,uniteD STatES,NEw yoRK CiTy,nEW yoRk,10024.0,EASt,OFf-AR-10001547,oFFiCE supPlies,arT,nEwElL 311,11.05
5609,cA-2016-168634,06/12/2016,11/12/2016,stANdaRD ClASS,af-10870,aRt fERGUSON,ConsUMEr,uNited stATeS,San fRanciSCo,cALIfoRNiA,94109.0,WEst,ofF-AP-10001626,ofFiCe SUpplies,APplIANCES,"ComMeRciaL wInDtUnNEl cleaN aIr UPRigHT vaCUum, ReplacEMENT BeLTS, FIlTRatiON bAGs",7.78
5610,cA-2018-117198,31/08/2018,05/09/2018,staNdarD claSS,bG-11035,bARRY GonzaleZ,consuMEr,UNiTed sTATeS,mONRoE,loUIsiaNA,71203.0,sOuth,teC-aC-10003033,tECHNoLogY,AcceSsORIES,PlaNtRoNiCs CS510 - OvER-THE-heaD mONAuRaL wIReleSs HeaDSEt SYSteM, 659.9 
5611,ca-2016-145828,05/10/2016,07/10/2016,FIrSt CLASs,MB-17305,MARiA BERtelsoN,coNSuMER,UNiTED statES,CInCiNNAtI,OHio,45231.0,EAst,Tec-AC-10002323,TecHNOlogY,AcCEssorIES,sANDISK UlTra 32 GB miCrOsDhC CLASS 10 meMOrY CaRD,53.04
5612,cA-2018-121027,18/08/2018,22/08/2018,stANdARd cLasS,HW-14935,helEN wasSeRMAN,CORpORATE,uNITed StaTEs,SeATtLE,WasHinGTOn,98105.0,WEsT,Tec-aC-10002049,technoLogY,AcCESsORiEs,pLAnTROniCs savI W720 mUlTI-device WireleSs hEadSET SySTem,843.9
5613,ca-2018-121027,18/08/2018,22/08/2018,STANDArd clASS,hW-14935,helEn WAssermaN,corPORATE,UnIteD sTateS,seaTtLe,WashingTON,98105.0,West,TeC-aC-10002253,TecHNoLOgY,AccESsoRieS,IMatIoN BIO 8GB USB flaSH drIVE ImAtiOn CoRp, 1496.16 
5614,Ca-2017-147431,02/02/2017,07/02/2017,sTAndarD CLASs,ab-10105,AdRian bArton,cOnsUmer,UNitEd STateS,New YOrK cITy,new yoRK,10011.0,eASt,Off-st-10003994,OffIcE SuPPLIEs,sToragE,"BELkIn 19"" cEnTer-WEighted ShelF, gray", 117.96 
5615,CA-2017-158001,23/08/2017,27/08/2017,STandARD ClASs,Jp-15460,JeNNiFeR paTT,corPOrate,uNitED stATEs,New YorK cIty,NEW YORk,10035.0,easT,OFF-ar-10002399,OffIce suPPLiEs,arT,"dIXON pRanG WATercOlor peNciLs, 10-ColoR set WiTh bRUSH", 21.3 
5616,cA-2017-158001,23/08/2017,27/08/2017,sTanDARD ClASS,jP-15460,JEnnIfer PatT,CORporaTE,unIted STaTes,NEw yORk cITY,nEW york,10035.0,eAst,oFf-AP-10002118,OfFice SupPLies,ApplianCES,"1.7 cuBIc FOot cOMpaCt ""cUbe"" OfFIcE refRiGeRaTORs", 1040.8 
5617,Ca-2017-158001,23/08/2017,27/08/2017,stanDArD claSs,Jp-15460,JeNNIFER patT,COrPORaTe,UniTEd StatES,neW YORK CiTy,nEw yorK,10035.0,eaSt,off-AR-10001954,ofFIcE SUpplIes,ArT,newEll 331,29.34
5618,ca-2018-125745,30/06/2018,04/07/2018,STANDARd ClASs,dv-13045,daRRiN vAn HuFf,coRPorATE,UnITEd states,mEmphIs,TennESSeE,38109.0,souTH,fUR-fu-10001591,fuRnItuRE,FurnISHInGs,ADVAntuS panEL waLl CertIfIcate HoldeR - 8.5X11,19.52
5619,Ca-2016-101154,18/09/2016,21/09/2016,FIRSt claSs,cM-12190,chARLOtTE MElTon,CoNsUmer,uNited STAtES,SAN DiEgO,cAlIfORNIA,92105.0,WEsT,OfF-St-10004186,OfficE SUPPlIEs,SToragE,"Stur-D-stoR sHELVinG, VERTIcAL 5-ShElF: 72""h x 36""w x 18 1/2""D", 443.92 
5620,uS-2017-124163,25/09/2017,30/09/2017,StAndArd CLaSs,sc-20695,steVE ChapmAn,corPORAte,UnITEd STatES,la CRosSE,WiSCoNSin,54601.0,cEntRAl,tEc-AC-10001908,tECHnoLogY,aCCEsSORies,loGiTECH wiRELess HeadseT h800,499.95
5621,us-2017-124163,25/09/2017,30/09/2017,STaNDARd ClaSS,sc-20695,steve chaPMan,coRpOrAtE,uNItED STaTes,lA CrOSSE,WisCONsiN,54601.0,CENtRAL,off-AR-10000817,OfficE SUPPlIES,Art,MANco dry-LIGHTER eRAsABLe hiGHLiGHtER, 3.04 
5622,US-2017-124163,25/09/2017,30/09/2017,sTANdArD cLAsS,sC-20695,STEvE CHApmAN,CORPOrate,unItED StateS,la CRoSsE,wIScOnsin,54601.0,CeNTRAl,fUr-Ch-10004218,fUrnITUre,CHAIrs,"GloBAL faBRIC mAnager's chAiR, dArk Gray",201.96
5623,US-2017-124163,25/09/2017,30/09/2017,sTANdaRD clASS,Sc-20695,sTeVE CHapMan,cOrPOraTE,UNitEd STateS,La CRosse,WISCoNSiN,54601.0,cENtrAl,fur-FU-10000755,fuRNitURe,FUrNiSHINGS,elDOn ExpResSIoNS MAhOgany WoOD desK coLlectION,68.64
5624,CA-2017-121748,24/10/2017,28/10/2017,SEcoND ClASS,vW-21775,VIcTorIA wIlSon,CorPoraTE,uniteD STates,lOS aNgeLes,CALIFoRNIA,90032.0,WesT,tec-AC-10003063,TEcHNOlogy,aCCESSOrIes,MIcrO INNOvaTiOnS uSb rF wiREleSs KeYBOArd WITh mOUSE, 100.0 
5625,ca-2017-121748,24/10/2017,28/10/2017,SECoNd ClASS,vW-21775,VICtORIa WIlsON,coRporaTE,uniTeD stAtES,LOS aNGeLEs,cALifOrnIa,90032.0,wESt,teC-Ac-10002637,tEchNoLOgy,acCEsSORIes,loGitech vx revOLUtIoN CORdLeSS LaSer MouSe fOr nOtEboOKs (BlAck), 359.98 
5626,ca-2015-126683,29/09/2015,01/10/2015,sEcOnd clASs,PP-18955,PAul prOSt,home oFfiCe,UnIteD sTATEs,seaTTLE,wasHINgTON,98115.0,west,fuR-fU-10001706,FurnitUre,furniSHINGs,LONgeR-life soFT whITe bUlBs,6.16
5627,cA-2015-126683,29/09/2015,01/10/2015,SEcONd cLaSs,pP-18955,pAUL pRost,HOme oFFIcE,uNIted STAteS,SEAttLe,WAshingtOn,98115.0,WeST,fur-Ta-10002958,fUrnITUrE,TAblEs,"BeviS oVAl coNfErEnCE taBLE, WAlNUt",2348.82
5628,Ca-2018-148810,26/06/2018,01/07/2018,StAndArd cLASs,dR-12880,DaN REIcHEnbAcH,cOrPoraTE,UNiTed STATES,mIAMI,floRIda,33180.0,soUTh,OFf-lA-10004689,offiCE sUppLiES,lAbeLs,avERY 512,13.872
5629,CA-2018-148810,26/06/2018,01/07/2018,StanDard ClASs,dR-12880,dAn ReicHENBAch,CorporATE,uNiteD STAtEs,MiAMI,flOrIDa,33180.0,sOuth,FUr-Ch-10001545,FuRnitURE,cHAIRS,HOn comfoRtask tAsk/swivel ChAirs,273.552
5630,us-2017-146066,21/08/2017,23/08/2017,SEcond CLaSS,rB-19465,RicK BENsley,hoME OfFice,uniTeD stATEs,PHILaDelPHia,PenNSYLVanIA,19143.0,EasT,fuR-ta-10002530,FURnITUre,TABLes,"IcebErg OfFICewORKS 42"" RoUnd TAbLEs", 815.292 
5631,cA-2015-127614,11/02/2015,15/02/2015,stanDArd clASs,Nf-18385,NatalIE fritzleR,CONsumER,uniTEd sTateS,ChEsapEakE,VIrGIniA,23320.0,SOutH,tec-aC-10001432,TEChnoLOgY,aCCESsOrieS,enERmaX aurORa LiTE kEYbOaRD, 234.45 
5632,Ca-2015-127614,11/02/2015,15/02/2015,STandarD ClASs,nf-18385,NaTaliE FRitZLeR,cONsUMer,uniTed StateS,chesAPEake,virgInia,23320.0,SOUTh,FuR-tA-10003715,fUrnItuRe,taBLes,hoN 2111 invITatIon SEriES CornEr tABLE, 1256.22 
5633,cA-2015-127614,11/02/2015,15/02/2015,StaNdaRd ClASS,NF-18385,NAtAlIe friTzLer,cOnsUMer,uniTEd STAtEs,CHesAPeaKE,ViRGINia,23320.0,SoUTh,oFF-bi-10003291,OFFIce sUppliES,BINdErS,Wilson jONeS lEAThER-lIKe BinDErs witH DUBlLock rOUnd RIngs, 17.46 
5634,cA-2017-101742,23/09/2017,28/09/2017,SEConD CLASS,Cr-12580,CLay rozEnDaL,HomE offiCe,unITED STATEs,New YorK CiTY,nEw YorK,10009.0,EAsT,OFF-bI-10004187,OffICe suPPLieS,BINdErs,3-rinG staplE paCk,10.528
5635,cA-2016-134943,05/12/2016,06/12/2016,firST cLaSs,Su-20665,StEpHANiE Ulpright,HOMe OFfice,uNITED STatEs,anN ARBOr,MIchiGaN,48104.0,CENtrAl,OfF-BI-10000666,OfFICE SuppLIeS,biNDeRs,SURelOcK PoSt bInDeRs, 152.8 
5636,ca-2018-123022,03/09/2018,08/09/2018,StaNDArD cLAss,sC-20050,samplE coMpany a,hOME ofFICe,UNItED staTeS,La MeSa,cAlifORnIA,91941.0,wesT,Off-bI-10002225,offiCe sUpPLIeS,bINDErS,"squaRE rINg Data Binders, RIGID 75 PT. coVerS, 11"" x 14-7/8""", 82.56 
5637,ca-2018-123022,03/09/2018,08/09/2018,STanDaRD cLASS,sC-20050,SAMPLe ComPAny a,hOme OFficE,uNited stATES,la MeSA,caLIFOrNIa,91941.0,WEsT,TeC-aC-10000474,tECHnOLOGy,AccESsorIES,KEnSInGToN EXperT mOusE oPtiCaL uSB TrAckbAll FOr pC or MaC,284.97
5638,ca-2018-113208,26/03/2018,02/04/2018,STaNDaRd cLAsS,ml-18040,mIcHELle lONSdaLE,COrpOrATe,uNITed States,deArbOrn,miChIGaN,48126.0,ceNTRAL,Fur-Fu-10004245,FUrnItUrE,fUrnIShINgs,"CaREER CUbicLe CloCk, 8 1/4"", blaCk",60.84
5639,cA-2015-154893,21/12/2015,27/12/2015,staNdaRD claSs,Gm-14440,Gary mCGaRr,cONsuMeR,uNITED STateS,sAN DIEGo,cALiforNiA,92024.0,WeSt,fUR-cH-10004287,FUrNiTURe,chAirs,sAfCO arCO FOLdInG ChaiR,1325.76
5640,CA-2015-154893,21/12/2015,27/12/2015,STAnDArD CLaSS,GM-14440,gARY MCgaRr,ConSumEr,uniTEd sTATES,SAN DiEgO,cALifOrnia,92024.0,West,fuR-ch-10000595,Furniture,ChaIRS,SAfCO cONTOUrEd stackiNG cHAiRS,572.16
5641,ca-2015-147900,23/09/2015,28/09/2015,StANdaRd CLass,jk-15640,JIm KRIZ,hOmE offICE,UNiTed stAteS,lAkeWOOD,ohIO,44107.0,eaSt,ofF-pA-10003063,oFfiCe SuPplies,paPER,ecOtoNEs mEmo sHeeTS, 28.8 
5642,CA-2018-106355,02/04/2018,05/04/2018,fIRSt cLASS,aT-10435,Alyssa tAtE,HomE officE,UnIteD STates,MERiDEN,conNEcTIcuT,6450.0,easT,OFF-aR-10000246,OFFice sUPpLiES,ART,nEwell 318, 11.12 
5643,ca-2017-127985,01/04/2017,05/04/2017,sEcOnD cLass,DB-12910,daniEl byrd,HoMe OFfICE,uniTed sTAtES,COLumBUS,gEorGiA,31907.0,SouTH,Fur-fu-10003274,FurNiTUrE,furnisHINGS,rEgeNErATiOn dESK colLEcTION, 7.04 
5644,CA-2016-166604,15/05/2016,20/05/2016,SeCoND class,aH-10690,aNnA HäBerlin,corPoRate,uniTeD stATes,ROswell,gEoRgIa,30076.0,SOuTH,Off-en-10004147,OfFiCe SuPpLIEs,ENvELOPeS,wausaU paperS ASTRobrIGhtS COLoReD ENVElOPEs, 17.94 
5645,Ca-2018-120719,23/03/2018,26/03/2018,First cLAss,sj-20125,saNJiT jACObs,HOmE OFfICE,unIteD stATes,SEATTLe,waShInGTon,98105.0,WeST,ofF-bI-10002103,OFfIce suPplIES,bindeRs,"CaRDinAL SLANt-d rInG BInDEr, hEaVY gaUGE viNyL", 34.76 
5646,Ca-2018-127117,14/04/2018,19/04/2018,StaNDArd claSS,Hm-14860,haRry MarIe,CoRpOrAtE,UnitED StatEs,mOrRiStOwN,New JerSey,7960.0,EasT,Fur-Fu-10004018,FuRNiTuRe,FURNIsHIngS,TeNSOR cOmpUter mOuntEd LAMp, 74.45 
5647,ca-2016-104241,04/01/2016,09/01/2016,STANdArD claSS,ag-10495,anDREW gJeRTsEN,CORPoRAte,uniTED sTaTeS,AlExanDRIA,VIRGINIa,22304.0,SOUtH,fUR-Fu-10001473,fuRNITuRE,fURNiSHings,dAx WoOD docUmeNt fRAME,192.22
5648,ca-2018-168179,02/11/2018,07/11/2018,stANdARd claSs,JB-16000,jOy beLl-,conSumEr,UnITED StatES,sAlT lAke cITy,Utah,84106.0,wEST,off-pa-10001800,OffIce SUPPlIES,PAPER,XEroX 220,19.44
5649,cA-2018-142342,17/07/2018,19/07/2018,sEcond CLASs,AJ-10795,AntHOny JoHnsOn,cORPorATe,unITeD sTAteS,AppLe vaLlEy,CalIfOrNIa,92307.0,wEsT,oFf-PA-10004609,OFFicE sUpplIeS,paPer,xEroX 221,32.4
5650,Ca-2018-142342,17/07/2018,19/07/2018,SecoND ClaSS,Aj-10795,aNthoNy JOhnsoN,COrporATe,UNITED sTaTeS,APpLE vALLEY,CAliFOrNiA,92307.0,wesT,OFf-en-10002592,OFFice sUPpLies,ENvELoPes,"pEEL & SEEl ReCYcled cATalog eNvelOPEs, BrOWN",57.9
5651,Ca-2018-142342,17/07/2018,19/07/2018,SecOnD CLAsS,aJ-10795,anThOnY JoHNSOn,cOrPOrAtE,UniTEd StatES,appLe VALLEy,CAliFoRnia,92307.0,WesT,OFF-st-10002957,ofFIce SUPpLIES,sToRagE,stERILiTe shOW Offs sTorAgE CoNtainerS, 10.56 
5652,cA-2018-142342,17/07/2018,19/07/2018,SeConD CLaSs,Aj-10795,ANTHOny JoHNsoN,corPorAtE,UNiTEd StaTes,appLe vAlleY,CalIFORNIA,92307.0,weSt,fur-BO-10002613,FUrNItUre,BOOkCases,"ATlantIc mETAls MOBILE 4-sHELf bookCaseS, CuStoM CoLORS",1194.165
5653,Ca-2018-109099,06/10/2018,11/10/2018,StAnDArD CLasS,mm-18280,MuHAMmeD mAcinTYRe,CoRporAtE,UnIteD stATEs,NEW yoRK cItY,NEw yoRk,10009.0,EAst,OFf-PA-10001033,oFfiCe sUPPlIES,papEr,XERox 1893,40.99
5654,US-2015-134187,04/11/2015,11/11/2015,sTandaRD class,tH-21235,TifFAnY hOUsE,CORPoRAtE,UnItEd StaTeS,lONg bEAcH,cAlifOrnia,90805.0,WEst,ofF-aR-10000940,oFFIce SuPPlIEs,aRT,newell 343,2.94
5655,CA-2017-145261,18/12/2017,21/12/2017,FIRSt clASs,AH-10120,aDrIaN haNe,hOME OfFiCe,UNItEd stAtEs,saleM,OregON,97301.0,WEST,oFF-bI-10001670,OFfICE SupplIEs,BiNdeRs,vinYL sEctioNAl poSt BiNders,45.24
5656,CA-2017-145261,18/12/2017,21/12/2017,FiRst ClAss,ah-10120,AdriaN HanE,HomE oFFICE,uNited StateS,SALEM,OREgon,97301.0,WESt,OFf-ar-10004078,offICE SuPPLIeS,aRT,neWEll 312, 18.688 
5657,cA-2017-145261,18/12/2017,21/12/2017,FIrST clAss,AH-10120,ADrIAN Hane,HomE ofFiCe,UNITed StAtEs,SaleM,OREGOn,97301.0,weSt,oFf-pa-10003036,OffICE SUppliES,pAPeR,"BlACK PriNt cARbONleSs 8 1/2"" x 8 1/4"" raPId MEmO bOOk",11.648
5658,CA-2017-145261,18/12/2017,21/12/2017,firSt clASs,ah-10120,AdRian haNe,hoME OfFiCe,UnITEd STATeS,saLeM,OReGoN,97301.0,WeST,Tec-AC-10000991,teChnoLoGy,aCCESSoRies,soNy mIcrO VAult Click 8 gB usB 2.0 flaSH drIve, 112.776 
5659,CA-2017-145261,18/12/2017,21/12/2017,FirST ClasS,ah-10120,adrian hAnE,hOMe OFfiCe,UnITeD STAteS,saLEm,orEgOn,97301.0,WeSt,fUR-ta-10002530,FURniTure,TablEs,"IcEberg OFFICEWoRKS 42"" rOuNd TablES",377.45
5660,cA-2017-145261,18/12/2017,21/12/2017,fIRSt claSs,ah-10120,aDriAn HanE,HomE OffiCE,uniTEd sTATes,Salem,oRegON,97301.0,WEst,OFf-LA-10000407,OfFiCe suPPLIes,LAbeLs,AVeRY whItE multi-PuRposE LABElS,15.936
5661,Ca-2017-145261,18/12/2017,21/12/2017,FiRST CLaSS,ah-10120,aDRIAn HanE,hOmE officE,UNiteD StATEs,SALEM,OrEGON,97301.0,wEst,TEC-pH-10004833,technOloGy,pHones,mACALlY sUCTion CUP MoUNt, 28.68 
5662,Ca-2017-108875,24/09/2017,01/10/2017,STAnDaRD clASS,cL-12700,CRaIG LEslie,Home OfFICe,UnItED StaTes,aUrorA,coLOrAdO,80013.0,WesT,fuR-fU-10002671,FurnituRe,fURNIShIngS,elECTRix 20W hAlOGen rEPlAcEMEnT buLb FOr Zoom-IN DeSk LAmP,21.44
5663,Ca-2017-108875,24/09/2017,01/10/2017,stANDARd CLasS,cL-12700,CrAig LesLiE,hOmE OfFice,unITeD sTaTeS,aUroRA,cOlOraDo,80013.0,West,Off-sT-10001370,oFFIce SUPpLies,sTorAgE,seNsiBLE sTorAgE wIrETEch STorAgE SYstems,511.056
5664,cA-2017-141957,21/07/2017,21/07/2017,sAmE dAy,jg-15310,jasON Gross,COrpORAte,UNiTED StateS,NeWARK,ohIo,43055.0,EAst,oFf-AR-10000914,OfFIcE SUPpLiEs,aRT,BOston 16765 mini stAND up BaTtERy PencIl sharPenEr, 18.656 
5665,ca-2017-141957,21/07/2017,21/07/2017,SamE dAY,jG-15310,jAsOn Gross,COrPorATE,unIted stATes,newark,OhIO,43055.0,eaST,OFf-BI-10001116,oFFicE SupPLieS,biNdErs,"WiLsOn joNEs 1"" hangiNg dUBLlocK rING BinDErs",11.088
5666,cA-2017-141957,21/07/2017,21/07/2017,Same DAy,Jg-15310,jASoN gross,CoRpOrATe,unIted StATes,NEWarK,Ohio,43055.0,eaSt,off-st-10002276,ofFiCe sUpPLIEs,sToRAGE,sAFcO STEel mobIlE fiLe caRt, 66.688 
5667,CA-2017-141957,21/07/2017,21/07/2017,sAMe Day,Jg-15310,JASoN GRoSs,COrpORAtE,UnitEd sTatEs,NewaRk,ohIo,43055.0,EaSt,oFF-St-10004340,ofFice sUppLIEs,sTOraGE,"fellowEs MobiLe file CARt, BLAck",99.488
5668,ca-2017-142405,11/06/2017,15/06/2017,StAnDARd CLaSs,se-20110,SAnJiT eNgLE,consuMEr,unitED STaTES,seATtLe,WasHInGToN,98103.0,West,ofF-la-10004093,Office sUPplIeS,lABElS,AvErY 486,14.62
5669,cA-2017-142405,11/06/2017,15/06/2017,sTaNDArD cLaSS,SE-20110,SaNjIT eNgLE,CONSumER,UniTEd STATes,SeaTtLe,WaSHIngTON,98103.0,wEst,OfF-Bi-10004728,OFfIce SUppLiES,bInDERs,WILsON jonES TurN taBS BIndEr TOOl fOR rinG bIndErs, 53.984 
5670,CA-2017-142405,11/06/2017,15/06/2017,StandARD ClASS,Se-20110,sANjit engle,CoNsUmer,UNited staTES,SEAttlE,WAshiNgTOn,98103.0,WESt,TEC-aC-10003095,techNologY,aCcesSORieS,LOGItech g35 7.1-cHaNnEL SURrOUND SoUnD hEADsET,389.97
5671,ca-2016-141012,09/06/2016,11/06/2016,secoNd clASS,Tg-21640,TrUdY GlOckE,cOnsUMER,uNIteD StaTEs,PoCAtelLo,iDAHo,83201.0,WEsT,fUr-FU-10003192,fuRnitURe,FurNIShiNgS,lUxo adjUSTaBLe TaSK clAMp lAMp,355.36
5672,Ca-2016-141012,09/06/2016,11/06/2016,SEcOnd ClAss,tG-21640,TruDY gLOCKE,ConsumEr,UniTeD StaTes,pocATeLlO,iDAho,83201.0,wesT,teC-PH-10004522,TEChNologY,pHOneS,deXim XpoWer sKIN sUpER-THIn POwEr cASe fOr IphOnE 5 - blacK, 140.376 
5673,ca-2018-127922,27/10/2018,03/11/2018,stANdARd cLasS,sh-19975,saLlY HuGHSBY,cOrPORAte,unItEd STAtes,DallaS,TexAs,75081.0,Central,Off-EN-10003068,oFfice sUpPLiES,envelopes,#6 3/4 gumMED FlAP WHIte enVeLOpeS,15.84
5674,CA-2018-127922,27/10/2018,03/11/2018,StAnDArd ClASS,Sh-19975,SaLlY hughSBy,CoRPoratE,unITED STAtes,dalLaS,texAs,75081.0,cENtRAL,OFF-pa-10001204,OfFICE sUppLieS,paPeR,XEROX 1972,8.448
5675,cA-2017-146318,22/01/2017,27/01/2017,sTanDard clASs,mc-17275,marc CrIEr,cONSumER,UnitED States,SEatTle,WashiNgtoN,98105.0,wEst,OfF-pA-10003953,OFFICe SUPPliES,PApEr,xEroX 218,12.96
